# Removing 3. Subgroups: 577
576460193957675007	[28, 37, 23]
575334852395532287	[24, 2, 28]
558446353793908735	[26, 29, 14]
575334851322839039	[2, 20, 6]
576460752227926015	[18, 13, 37]
576320014781513727	[24, 9, 12]
571957144086118399	[28, 27, 20]
576460751229681599	[17, 13, 6]
558446319434203135	[8, 9, 26]
288230376151711742	[36, 5, 29]
576460750147551231	[18, 20, 21]
576315616768557055	[24, 4, 22]
575334852396580847	[8, 2, 20]
576460750139162623	[29, 21, 15]
576460751229681407	[24, 6, 23]
575326056303558655	[33, 2, 28]
576179260146843647	[4, 20, 7]
576460752286645759	[15]
288230376147517439	[11, 36, 5]
576460751699443711	[32, 35, 37]
540431955284426751	[30, 5, 14]
575334852396572671	[2, 4, 7]
575897800202518527	[34, 21, 37]
576460751766536191	[32]
574208952489738231	[16, 12, 37]
288230376151187455	[10, 5, 23]
571957152676036607	[11, 32, 27]
576179277324615679	[36, 37, 7]
576390383557148671	[32, 36, 29]
576460709353750527	[8, 19, 28]
576320014815068155	[24, 1, 28]
553942754166571007	[35, 26, 27]
567453553031905279	[12, 37, 15]
571957152675790847	[16, 24, 27]
575897802349871103	[34, 13, 30]
576460683583881215	[32, 19, 30]
576460746934714367	[35, 6, 7]
558445804038127615	[32, 26, 23]
575264483652403199	[2, 29, 22]
575053377419870207	[2, 3, 7]
503277258358652927	[2, 35, 23]
432344464715939839	[25, 35, 33]
431219664320724991	[8, 2, 35]
576179277326680063	[16, 14, 7]
576460752303419359	[33, 12, 30]
535928355657089023	[8, 27, 5]
576460752286646255	[32, 20, 15]
576460202539220991	[33, 18, 23]
571957152676051967	[18, 27]
558446352720199679	[26, 28, 6]
576460752285597695	[28, 5, 15]
576460717943422975	[8, 16, 23]
576460460245647359	[10, 20, 37]
571957152667664383	[18, 27]
576460683583422463	[19, 30, 23]
571957152659275775	[1, 27, 15]
576460743713456127	[32, 28, 14]
574208935309869055	[16, 17, 20]
432341166181056511	[25, 35, 22]
576460752026599423	[9, 18, 13]
576443160083824639	[9, 3, 28]
576460752165011455	[19, 11, 4]
575334852396449791	[2, 12, 13]
576460752295034863	[4, 18, 20]
576460751229616127	[26, 30, 6]
576451921850662911	[8, 17, 33]
576320014815068151	[24, 36, 12]
576178177815085055	[25, 19, 7]
574208952487641087	[16, 36, 28]
576460751229681151	[14, 6, 15]
576460752286638079	[10, 4, 15]
575897802349477887	[32, 34, 23]
576460751229677567	[18, 30, 6]
571921968303964159	[33, 27, 36]
576460751229681662	[24, 29, 6]
558446351646457855	[26, 36, 21]
576460752302342143	[24, 28, 14]
288230376143323135	[18, 5, 29]
504403158265495547	[1, 35, 20]
432345564227567611	[1, 35, 29]
576460717926907903	[8, 25, 15]
574208952489738237	[16, 32, 18]
576179277326712767	[17, 11, 7]
576460750692810751	[32, 25, 6]
576460751225487359	[11, 6, 15]
576460443065778175	[8, 10, 35]
576460717943684863	[8, 16, 24]
576311218722045951	[24, 33, 32]
576460743713484799	[36, 28, 30]
574208918129999871	[8, 16, 19]
285978576338026495	[16, 5, 13]
576458553280167903	[12, 13, 31]
558428761607897087	[34, 3, 26]
576456353183170559	[32, 22, 6]
576458518920429567	[8, 31, 15]
576451406454587391	[33, 12, 23]
575897802350001663	[34, 20, 15]
571957150528569343	[27, 21, 7]
576177078303457279	[31, 13, 7]
575334852329471999	[2, 13, 37]
574208952489213951	[16, 21, 23]
576460743712440319	[28]
576319997635198975	[24, 20, 30]
540414363098415103	[25, 3, 5]
570831252769210367	[35, 2, 27]
576460751229679615	[8, 29, 6]
576458553280167931	[16, 1, 31]
574207852978110463	[16, 25, 18]
576460752294903807	[24, 18, 13]
288230376151703551	[4, 5, 30]
576320014812971007	[24, 9, 36]
576460202514055167	[9, 36, 23]
576460202547609567	[9, 12, 23]
576179277326712799	[36, 12, 7]
567453553048682491	[1, 19, 37]
576459652791795679	[25, 12, 30]
576460752018210815	[37, 13, 15]
571957152642498559	[32, 9, 27]
576456285537435647	[19, 20, 22]
571957135496183807	[27, 20, 6]
571952754629541887	[17, 27, 22]
574771902443159551	[25, 2, 34]
576443159580508159	[32, 3, 15]
287948901175001087	[5, 21, 7]
575334852262363135	[16, 2, 19]
576458553271779327	[18, 31, 23]
576319980455329791	[8, 24, 21]
576460743713480703	[28, 4, 29]
540431955280265215	[18, 11, 5]
576460751749775359	[32, 26, 15]
576174879280201727	[32, 22, 7]
576179277326647295	[23, 30, 7]
288230375077969919	[17, 5, 6]
576460202547609595	[1, 11, 23]
575897527472095231	[34, 10, 18]
288225978105200639	[5, 22, 31]
576459652791795707	[1, 13, 25]
576460717910130687	[8, 9, 11]
540431920924721151	[8, 5, 30]
576460717943685087	[8, 12, 37]
576425566857592831	[36, 37, 6]
576385985512734719	[30, 29, 22]
576179277326708735	[19, 30, 7]
576390383559245822	[29]
576460475278032895	[10, 21, 13]
576459650644312063	[25, 21, 13]
288230375883276287	[5, 30, 13]
574208950342254591	[16, 24, 21]
576460752299196415	[11, 12, 14]
576179277322518527	[26, 11, 7]
576460732976070655	[35, 20, 21]
576460751228633087	[11, 28, 6]
576179277326188543	[23, 13, 7]
576460717943685115	[8, 1, 18]
270215977642229759	[26, 5, 37]
575334843806646271	[1, 2, 28]
574191360303693823	[16, 3, 29]
576460751229681647	[20, 29, 6]
576460735089999871	[9, 20, 25]
576460752303421435	[8, 1, 12]
576320014815067903	[24]
576179277326450687	[16, 30, 7]
576425499211857919	[19, 36, 29]
504403158265462783	[35, 13, 14]
576460477425451007	[10, 37, 30]
432345564227534847	[16, 35, 14]
575616327373291519	[34, 5, 7]
504403123905757183	[8, 35, 4]
432345529867829247	[8, 32, 35]
574208951952867327	[16, 32, 30]
571957152676052983	[26, 27, 12]
576460683582898175	[19, 28, 22]
571957148381085695	[27, 28, 7]
576443160117346303	[3, 12, 14]
576179277326712319	[15, 28, 7]
575334852396564479	[32, 2, 28]
576443125757640703	[8, 3, 6]
576317815791812607	[24, 30, 31]
576460752302899135	[17, 29, 23]
571957152139182079	[32, 27, 13]
556194553980256255	[16, 26, 35]
576390383559245759	[17, 28, 29]
569705352862367743	[16, 27, 5]
567453535868813311	[24, 20, 37]
575334852396318719	[16, 17, 2]
574208952485543935	[16, 11, 36]
576460750155907071	[19, 21, 14]
576456354240135167	[30, 22, 15]
499899558638125055	[35, 27, 30]
427841964600197119	[35, 27, 4]
576460752261480447	[9, 18, 19]
576451954062917631	[33, 21, 37]
576443159848943615	[18, 3, 13]
538180155470774271	[16, 5, 23]
504402608509681663	[35, 30, 23]
432345014471753727	[35, 13, 23]
576458553280135167	[29, 14, 31]
576460742639747071	[35, 28, 6]
576460717406814207	[8, 32, 36]
575334852396579839	[2, 27, 20]
576442610361565183	[3, 20, 23]
576460751758163967	[32, 18, 37]
504403158265495487	[24, 17, 35]
575334852388192255	[2, 36, 18]
571956877798146047	[10, 27, 14]
567453553048649727	[36, 37, 14]
575334852379803647	[2, 29, 15]
576460735123554239	[17, 19, 20]
567453518688944127	[8, 32, 37]
576460752286629887	[32, 23, 15]
576460202545512447	[31, 36, 23]
576320014815002623	[24, 10, 30]
576179277326712829	[18, 12, 7]
432345564194013183	[9, 35, 13]
576179242966974463	[8, 7]
571957152673955839	[36, 27, 20]
576179002448805887	[10, 29, 7]
558375985049763839	[26, 29, 31]
576460735123554295	[12, 20, 28]
558164878817230847	[33, 26, 7]
576320014815064063	[24, 37, 30]
576460752032890879	[36, 13]
575299668024492031	[2, 36, 31]
571957152608944127	[9, 27, 37]
576460682510204927	[19, 6, 23]
576460750155939775	[32, 17, 21]
576459652791762943	[25, 20, 14]
576460168187871231	[8, 5, 23]
576179277326712815	[18, 20, 7]
571957152676020223	[34, 27, 14]
576460752286384127	[16, 28, 15]
576459618432057343	[8, 24, 25]
567452453537054719	[25, 28, 37]
504403156118011903	[35, 28, 21]
540150480307748863	[28, 5, 7]
576460683583942655	[19, 36, 30]
576460752286646269	[18, 37, 15]
576458553280167871	[32, 17, 31]
576460717941587967	[8, 36, 22]
576460752299163647	[11, 20, 30]
575897801276260351	[9, 34, 6]
576460735123554047	[24, 10, 20]
576390383559245819	[1, 29, 7]
567453553048682431	[17, 37, 23]
576460683449729023	[19, 12]
575334783677104127	[2, 19, 26]
576460751162572799	[22, 6, 37]
575334852128145407	[2, 13, 23]
576460717943685117	[8, 18, 29]
504385566079451135	[35, 3, 31]
432327972041523199	[35, 3, 22]
571957152407617535	[19, 27, 13]
576460717943652351	[8, 30, 14]
576460752284549119	[35, 36, 15]
576460752278257663	[18, 5, 15]
576108908582535167	[35, 29, 7]
562949953421311999	[27, 5, 37]
571956053164425215	[25, 27, 15]
576459103035981823	[25, 29, 23]
576460717943668735	[8, 32, 29]
574208677611831295	[16, 10, 23]
571957152676052987	[1, 27, 37]
504403158265430015	[32, 35, 30]
571956602920239103	[27, 30, 23]
576390382485503999	[19, 29, 6]
576460752303353855	[30]
574208943899803647	[16, 28, 12]
576458484560691199	[19, 28, 31]
288230376151695359	[32, 5, 13]
576460683575558143	[25, 18, 19]
576460735121457151	[36, 20, 29]
576458551132684287	[32, 21, 31]
576443160117313535	[17, 3, 30]
576459652791795647	[17, 4, 25]
575334852363026431	[9, 2, 30]
576460752301293567	[36, 14, 15]
571957152676052927	[17, 10, 27]
576460202547609343	[24, 13, 23]
576460717675249663	[8, 28, 13]
576456354256912379	[1, 22, 23]
571957152676052735	[8, 24, 27]
576460735123554287	[20]
576460751095463935	[33, 19, 6]
504403158261301247	[35, 11, 15]
288230376151711487	[24, 5, 29]
432345564223373311	[35, 11, 28]
576179277326581759	[13, 14, 7]
576460735123521535	[9, 20, 14]
575334852396580799	[17, 2, 19]
576170481233690623	[9, 33, 7]
576460674994012159	[19, 28, 13]
575334852396580831	[2, 12, 37]
567453003292868607	[4, 37, 23]
571954953652797439	[27, 12, 31]
576443160116854783	[23, 3, 15]
567435960862638079	[3, 37, 7]
576460717943685055	[8, 17, 26]
575334852396580859	[32, 1, 2]
574138583745560575	[16, 33, 29]
575334714957627391	[2]
575897793760067583	[34, 28, 13]
573927477513027583	[16, 25, 7]
288230376134934527	[24, 5, 15]
576460750151745535	[11, 12, 21]
574208952489672703	[16, 28, 30]
576460734855118847	[33, 20, 13]
504262420777140223	[24, 35, 12]
576425567922946047	[18, 36, 23]
576460743705100287	[18, 28, 21]
576460202547601407	[28, 4, 23]
279223176896970751	[9, 5, 37]
540431954210717695	[24, 5, 6]
576320014814019583	[24, 32, 28]
576443160117377023	[8, 18, 3]
576458553275973631	[10, 11, 31]
576460752293986303	[18, 35, 28]
288195191779622911	[36, 28, 5]
576390383542468607	[29, 30, 15]
571939560490008575	[27, 24, 3]
